id,project,subject,description,author,created_on,updated_on,assignee,status,priority
264,cerowrt,Performance over the LFN,"I  get rather different results from netperf. This is iperf

From 4 driver buffers, 8 txqueuelen


LFN = root@europa:~# ping  98.229.130.122
PING 98.229.130.122 (98.229.130.122): 56 data bytes
64 bytes from 98.229.130.122: seq=0 ttl=54 time=96.463 ms

<pre>
root@europa:~# iperf -w220k -c 98.229.130.122 
------------------------------------------------------------
Client connecting to 98.229.130.122, TCP port 5001
TCP window size:  220 KByte
------------------------------------------------------------
[  3] local 149.20.63.19 port 49114 connected with 98.229.130.122 port 5001
[ ID] Interval       Transfer     Bandwidth
[  3]  0.0-10.1 sec  4.00 MBytes  3.32 Mbits/sec
root@europa:~# iperf -t 60 -w220k -c 98.229.130.122 
------------------------------------------------------------
Client connecting to 98.229.130.122, TCP port 5001
TCP window size:  220 KByte
------------------------------------------------------------
[  3] local 149.20.63.19 port 49115 connected with 98.229.130.122 port 5001
[ ID] Interval       Transfer     Bandwidth
[  3]  0.0-60.0 sec  59.9 MBytes  8.37 Mbits/sec
root@europa:~# 
</pre>

And from a normal desktop, 64 driver buffers, 1000 txqueuelen

<pre>
^Cd@bob-desktop:~$ iperf -w 220k -\c 98.229.130.122
------------------------------------------------------------
Client connecting to 98.229.130.122, TCP port 5001
TCP window size:  256 KByte (WARNING: requested  220 KByte)
------------------------------------------------------------
[  3] local 149.20.63.20 port 36413 connected with 98.229.130.122 port 5001
[ ID] Interval       Transfer     Bandwidth
[  3]  0.0-10.1 sec  10.4 MBytes  8.60 Mbits/sec
d@bob-desktop:~$ iperf -t 60 -w 220k -\c 98.229.130.122
------------------------------------------------------------
Client connecting to 98.229.130.122, TCP port 5001
TCP window size:  256 KByte (WARNING: requested  220 KByte)
------------------------------------------------------------
[  3] local 149.20.63.20 port 36414 connected with 98.229.130.122 port 5001
[ ID] Interval       Transfer     Bandwidth
[  3]  0.0-60.1 sec  58.4 MBytes  8.15 Mbits/sec
</pre>",Dave Täht,2011-09-06 02:30:06.41193,2012-04-21 12:48:05.39794,Jim Gettys,New,Normal
299,cerowrt,Follow up with speedtest.net on bufferbloat detection,"",Jim Gettys,2011-11-18 08:47:43.089518,2012-04-21 12:31:54.268955,Jim Gettys,In Progress,High
5,sysadmin,Web server log analyzer,"usually helpful to have a web server log analyzer configured.

Which to choose?",Dave Täht,2011-01-23 18:46:35.420224,2011-03-18 07:57:57.634689,Richard Pitt,New,Low
352,cerowrt,Major differences between ipv6 and ipv4 performance,"This is probably related to the unaligned accesses patches for tcp
recv and checksum
that are implemented currently for ipv4 only, but only profiling will tell.

root@remote:/etc/config# iptables -I INPUT -p tcp -m multiport --ports
5000:5010 -j ACCEPT
root@remote:/etc/config# iperf -s
------------------------------------------------------------
Server listening on TCP port 5001
TCP window size: 85.3 KByte (default)
------------------------------------------------------------
[  4] local 149.20.63.22 port 5001 connected with 149.20.63.20 port 59727
[ ID] Interval       Transfer     Bandwidth
[  4]  0.0-60.0 sec  1.86 GBytes   266 Mbits/sec
root@remote:/etc/config# iperf -w256k -V -s
------------------------------------------------------------
Server listening on TCP port 5001
TCP window size:  512 KByte (WARNING: requested  256 KByte)
------------------------------------------------------------
[  4] local 2001:4f8:fff8:500::1 port 5001 connected with
2001:4f8:3:203::14 port 60094
[ ID] Interval       Transfer     Bandwidth
[  4]  0.0-60.1 sec   732 MBytes   102 Mbits/sec",David Taht,2012-04-05 15:17:49.114386,2012-04-21 09:49:24.161205,Felix Fietkau,Closed,Normal
195,cerowrt,ag71xx ethernet appears to be doing many unaligned transfers,"do_ade accounts for over 22% of the runtime on stuff that stresses the ethernet driver.

this is trapping on unaligned accesses. from somewhere. ",Dave Täht,2011-06-04 11:21:01.28444,2012-04-21 12:37:34.847334,Felix Fietkau,Closed,Normal
138,bismark,Polipo's default DNS resolver doesn't work,"The defaults for polipo seem to think it can issue it's own queries, nor does it listen on ipv6,
nor is it particularly configurable, and it (when used on a guest lan) can introduce security holes.

On the other hand, it could speed things up for many users.",Dave Täht,2011-05-12 15:15:26.213271,2011-08-02 21:50:04.160933,Srikanth Sundaresan,Closed,Normal
44,bismark,New Development Requirements,"New Tree
Server on new port
Update structure
",Dave Täht,2011-04-04 06:56:03.794327,2011-08-02 22:18:56.300116,Srikanth Sundaresan,New,Normal
165,bismark,Package up and do a release from SVN of the various bismark scripts,"there is *no* point in doing version control on everything and then just dumping something critical like your actual data measurement tools into a package arbitrarily. 

GIGO.

do a svn tag of a version number
create a tarball of the release from that version number
create a package from the tarball
build it
test...

It's the only way to avoid GIGO.",Dave Täht,2011-05-18 16:12:41.879248,2011-07-16 10:38:41.499199,Srikanth Sundaresan,Closed,Immediate
136,bismark,Bismark misbehavior,"For some reason I think this getting to where it has more than one instance is bad.

This is the result of running overnight.

 4555 root      1148 S    ssh -K 30 -N -i /etc/bismark/bismark_key -R 62447:12
 5079 root      1148 S    ssh -K 30 -N -i /etc/bismark/bismark_key -R 54285:12
 5354 root      1148 S    ssh -K 30 -N -i /etc/bismark/bismark_key -R 55654:12
 5494 root      1148 S    ssh -K 30 -N -i /etc/bismark/bismark_key -R 52699:12
 5721 root      1148 S    ssh -K 30 -N -i /etc/bismark/bismark_key -R 62258:12
 5793 root      1148 S    ssh -K 30 -N -i /etc/bismark/bismark_key -R 60917:12
 6089 root      1148 S    ssh -K 30 -N -i /etc/bismark/bismark_key -R 55817:12
 6240 root      1148 S    ssh -K 30 -N -i /etc/bismark/bismark_key -R 54469:12
 6384 root      1148 S    ssh -K 30 -N -i /etc/bismark/bismark_key -R 54438:12
 6532 root      1148 S    ssh -K 30 -N -i /etc/bismark/bismark_key -R 55729:12
 7375 root      1148 S    ssh -K 30 -N -i /etc/bismark/bismark_key -R 61640:12
 8159 root      1148 S    ssh -K 30 -N -i /etc/bismark/bismark_key -R 58735:12
 9079 root      1148 S    ssh -K 30 -N -i /etc/bismark/bismark_key -R 52238:12
 9223 root      1148 S    ssh -K 30 -N -i /etc/bismark/bismark_key -R 52493:12
 9364 root      1148 S    ssh -K 30 -N -i /etc/bismark/bismark_key -R 50485:12
 9446 root      1148 S    ssh -K 30 -N -i /etc/bismark/bismark_key -R 58797:12
 9741 root      1148 S    ssh -K 30 -N -i /etc/bismark/bismark_key -R 63524:12
 9954 root      1148 S    ssh -K 30 -N -i /etc/bismark/bismark_key -R 50323:12
10229 root      1148 S    ssh -K 30 -N -i /etc/bismark/bismark_key -R 52364:12
10343 root      1148 S    ssh -K 30 -N -i /etc/bismark/bismark_key -R 52240:12
10556 root      1148 S    ssh -K 30 -N -i /etc/bismark/bismark_key -R 54975:12
10831 root      1148 S    ssh -K 30 -N -i /etc/bismark/bismark_key -R 57035:12
10888 root      1148 S    ssh -K 30 -N -i /etc/bismark/bismark_key -R 62043:12
11111 root      1148 S    ssh -K 30 -N -i /etc/bismark/bismark_key -R 61877:12
11334 root      1148 S    ssh -K 30 -N -i /etc/bismark/bismark_key -R 61838:12
11406 root      1148 S    ssh -K 30 -N -i /etc/bismark/bismark_key -R 63279:12
11604 root      1148 S    ssh -K 30 -N -i /etc/bismark/bismark_key -R 60027:12
11742 root      1148 S    ssh -K 30 -N -i /etc/bismark/bismark_key -R 56732:12
11884 root      1148 S    ssh -K 30 -N -i /etc/bismark/bismark_key -R 64720:12
12231 root      1148 S    ssh -K 30 -N -i /etc/bismark/bismark_key -R 61647:12
12439 root      1148 S    ssh -K 30 -N -i /etc/bismark/bismark_key -R 65134:12
13083 root      1148 S    ssh -K 30 -N -i /etc/bismark/bismark_key -R 60132:12
13158 root      1148 S    ssh -K 30 -N -i /etc/bismark/bismark_key -R 64958:12
13604 root      1148 S    ssh -K 30 -N -i /etc/bismark/bismark_key -R 55558:12
14275 root      1148 S    ssh -K 30 -N -i /etc/bismark/bismark_key -R 53613:12
15673 root      1148 S    ssh -K 30 -N -i /etc/bismark/bismark_key -R 51111:12
18087 root      1148 S    ssh -K 30 -N -i /etc/bismark/bismark_key -R 51631:12
18382 root      1148 S    ssh -K 30 -N -i /etc/bismark/bismark_key -R 53280:12
18652 root      1148 S    ssh -K 30 -N -i /etc/bismark/bismark_key -R 51607:12
18798 root      1148 S    ssh -K 30 -N -i /etc/bismark/bismark_key -R 59466:12
19408 root      1148 S    ssh -K 30 -N -i /etc/bismark/bismark_key -R 62624:12
19480 root      1148 S    ssh -K 30 -N -i /etc/bismark/bismark_key -R 51304:12
",Dave Täht,2011-05-12 07:38:20.137511,2011-07-16 10:40:47.077363,Srikanth Sundaresan,Closed,Immediate
52,dashboard,Data analysis tools,"Maybe leverage and work with

http://grenouille.com is doing something that is dynamic and live...

",Dave Täht,2011-04-04 08:11:19.380416,2011-05-16 20:09:02.248549,Srikanth Sundaresan,New,Normal
104,dashboard,"Split database tables by month, device, parameter","",Nick Feamster,2011-05-02 19:45:49.145825,2011-09-24 17:13:50.187632,Srikanth Sundaresan,In Progress,High
71,bismark,Project Overview,Short overview (1-paragraph) of the paragraph,Srikanth Sundaresan,2011-04-08 05:27:22.732124,2011-04-08 05:27:22.732124,Srikanth Sundaresan,New,Normal
74,bismark,Registration for routers,"Create a registration system for the routers. Users should be able to register and download images (different images for different privacy levels).
",Srikanth Sundaresan,2011-04-08 05:31:26.413718,2011-04-11 02:44:10.891008,Srikanth Sundaresan,New,Normal
78,bismark,Link to Project Management and Wiki,Link to current management page and wiki from the home page.,Srikanth Sundaresan,2011-04-08 07:28:57.743408,2011-04-08 07:28:57.743408,Srikanth Sundaresan,New,Normal
47,bismark,Integrate SVN with redmine again,"",Dave Täht,2011-04-04 07:35:59.662485,2011-05-16 20:05:19.363532,Srikanth Sundaresan,Closed,Normal
77,bismark,"Images for Atom, NoxBox","Create image for the Atom and NoxBox. Copy the config from the WNDR build, change the board and ath stuff. Build test image.",Srikanth Sundaresan,2011-04-08 06:01:32.245044,2011-05-16 19:47:39.458468,Srikanth Sundaresan,New,Low
60,bismark,Destination IP for prober,Currently the destination IP in prober is hardcoded to 143.215.131.173. Need to change that to a command line option or a config file.,Srikanth Sundaresan,2011-04-06 13:25:04.528946,2011-07-26 01:51:06.651299,Srikanth Sundaresan,Closed,High
46,bismark,Openwrt packaging for bismark,"The svn tree builds directly several versions of the bismark scripts.

If done via openwrt, and openwrt opkg versioning becomes easier.",Dave Täht,2011-04-04 07:35:24.054281,2011-05-22 06:36:03.201616,Srikanth Sundaresan,New,Immediate
144,bismark,bismark-active should use fping,"Scripting around fping rather than ping would lead to more accurate results for pinging multiple servers, as you no longer would be timing program startup.",Dave Täht,2011-05-13 06:12:06.857686,2011-08-02 22:09:19.576192,Srikanth Sundaresan,New,Urgent
177,bismark,Bismark management daemon listening on multiple ports,"To allow devices to properly report to the management server in restricted 
environments (e.g. in presence of restrictive firewalls), we decided to let the
probing protocol work on several port numbers (currently 53, 1028, 1234, 5353, 54321).
Privileged port numbers other than 53 were ont chosen because we (at least I) don't have
enough permissions to listen on them (53 is currently supported on dp4 through ""iptables -t nat"" redirection).

The bdmd daemon is currently able to listen only on a UDP port number.
It is multi-threaded and it manages a mutex to query the SQLite databases.

Launching several bdmd processes on different port numbers is not efficient, 
because the access to the SQLite database wouldn't be exclusive anymore.

To be independently able to efficiently support this feature, we need bdmd to listen on several ports natively.
(adding more iptables redirections would be simpler, but requires root privileges...)",Walter de Donato,2011-05-26 03:48:42.246726,2011-07-19 15:03:50.089699,Srikanth Sundaresan,Closed,Urgent
68,bismark,BISMark Home Page,"Create BISMark home page as a go-to for all things BISMark.
",Srikanth Sundaresan,2011-04-08 05:22:30.447047,2011-06-13 21:38:26.125052,Srikanth Sundaresan,New,High
69,bismark,BISMark Logo,Create nice logo for BISMark,Srikanth Sundaresan,2011-04-08 05:23:45.626768,2011-06-13 21:38:26.074503,Srikanth Sundaresan,Closed,Normal
75,bismark,Page for DOwnloads,"We need to create a page for people to download images. We will start off by supporting 3 platforms: NoxBox, Atom, and the WNDR3700. Might also need some images to help people out with choosing images.
",Srikanth Sundaresan,2011-04-08 05:35:09.960774,2011-04-08 05:35:09.960774,Srikanth Sundaresan,New,Normal
