issue_id,author,created_on,notes
385,Dave Täht,2012-05-09 18:54:18.000583,the neat thing about the previous test is that I was not running wirelessly
385,Dave Täht,2012-05-09 19:00:31.279448,"I thought count couldn't drop below 1.

qdisc mq 1: root 
 Sent 11734 bytes 52 pkt (dropped 0, overlimits 0 requeues 0) 
 backlog 0b 0p requeues 0 
qdisc codel 10: parent 1:1 ecn limit 1000p target 5.0ms interval 100.0ms 
 Sent 2075 bytes 18 pkt (dropped 0, overlimits 0 requeues 0) 
 backlog 0b 0p requeues 0 
  maxpacket 256 count 0 lastcount 0 ldelay 0us
  ecn_mark 0 drop_overlimit 0 states 1 : 0 0 0
qdisc codel 20: parent 1:2 ecn limit 1000p target 5.0ms interval 100.0ms 
 Sent 0 bytes 0 pkt (dropped 0, overlimits 0 requeues 0) 
 backlog 0b 0p requeues 0 
  maxpacket 256 count 0 lastcount 0 ldelay 0us
  ecn_mark 0 drop_overlimit 0 states 0 : 0 0 0
qdisc codel 30: parent 1:3 ecn limit 1000p target 5.0ms interval 100.0ms 
 Sent 9659 bytes 34 pkt (dropped 0, overlimits 0 requeues 0) 
 backlog 0b 0p requeues 0 
  maxpacket 256 count 0 lastcount 0 ldelay 0us
  ecn_mark 0 drop_overlimit 0 states 11 : 0 0 0
qdisc codel 40: parent 1:4 ecn limit 1000p target 5.0ms interval 100.0ms 
 Sent 0 bytes 0 pkt (dropped 0, overlimits 0 requeues 0) 
 backlog 0b 0p requeues 0 
  maxpacket 256 count 0 lastcount 0 ldelay 0us
  ecn_mark 0 drop_overlimit 0 states 0 : 0 0 0
"
379,Dave Täht,2012-05-09 19:17:30.495266,"see #385. When it happens, which is REALLY RARE, it's pretty catastrophic to the streams.

Everything resets.

Easily hit with a hammer on a patch, which I'll do if I get enough energy. Shouldn't do that tho

I also note that I've been unable to crash it with the 3.3.5-3 build + codel, which cheers me up, relatively. I haven't tried sfqred. 
"
386,Dave Täht,2012-05-09 19:31:02.440997,I am obscurely happy.
385,Robert Bradley,2012-05-10 09:11:44.707838,"Well, having looked at @ip6_frag_init@, I'm finding it difficult to see any obvious causes except for:

<pre><code class=""c"">
fq->saddr = *arg->src;
fq->daddr = *arg->dst;
</code></pre>

Yes, that's dereferencing an @in6_addr@ pointer (ultimately obtained from the incoming packet) and assigning the result to an aligned address.  And yes, @in6_addr@ structs were supposed to be marked packed.  You may also need to mark @frag_hdr@ (in @/include/net/ipv6.h@) as packed too, if it isn't already."
385,Robert Bradley,2012-05-10 09:47:06.073029,"This might be a little crazy, but would it be worth trying to stress-test the IPv4 equivalent (ip4_frag_init) too?  ""ping -s 4096 172.30.42.1"" ought to manage it."
385,Robert Bradley,2012-05-10 13:33:27.276036,"I think in that last patch, ""sizeof(in6_addr)"" might need to be ""sizeof(struct in6_addr)"".  My local working copy had these changes uncommitted. :("
386,Robert Bradley,2012-05-10 14:29:11.740095,"I couldn't see anything obvious in sch_qfq.c that would cause this, since neither tc_classify_compat or qfq directly touch the contents of the network packet.  That leaves either @skb_flow_dissect@ or packet classifiers like @cls_u32@ and @cls_flow@.  Am I right in thinking that you're also setting up cls_u32 to classify packets?  If so, this patch may help..."
386,Dave Täht,2012-05-11 01:22:13.507657,"yea, tc_classify was taking me nowhere. and I'm using cls_flow as well as cls_u32. good spot, I hope."
385,Dave Täht,2012-05-11 01:27:36.934406,"had already packed frag_hdr, thought using memcpy was crazy, trying it anyway."
385,Dave Täht,2012-05-11 01:35:09.849256,"also note jffs2 one. that proved hard to find. (no, haven't found it, breaking out heavy artillery for that one)"
385,Dave Täht,2012-05-11 01:41:31.386637,container_of?
385,Robert Bradley,2012-05-11 03:14:24.237606,"I don't think it can be @container_of@, since that is only doing pointer arithmetic, not actually dereferencing anything (from http://lxr.free-electrons.com/source/include/linux/kernel.h#L661):

<pre><code class=""c"">
#define container_of(ptr, type, member) ({                      \
         const typeof( ((type *)0)->member ) *__mptr = (ptr);    \
         (type *)( (char *)__mptr - offsetof(type,member) );})
</code></pre>

In fact, I couldn't see anything in qfq that actually touched the network headers in @skb@, as opposed to kernel-derived fields.  Hence why I'm hoping we can blame cls_u32...

(It could be cls_flow, but again, that's outsourcing everything potentially risky to @skb_flow_dissect@ and reading the aligned @skb@ fields afterwards.  That function got looked at back in bug #360.)"
385,Dave Täht,2012-05-12 17:27:08.292753,"with the current patch set, I never get any traps... until it crashes completely under heavy load. The only thing I can think of is that it's actually a bug or problem in the flash or jffs2 driver(s)"
385,Robert Bradley,2012-05-13 14:32:18.82201,"It sounds like there's a few bugs affecting flash and JFFS2 at the moment.  For example, this locking order bug in jffs2 was recently found and patched:

https://lkml.org/lkml/2012/3/29/528

That was merged into the mainline kernel today, along with a fix for a kernel oops in the dataflash driver:

http://git.kernel.org/?p=linux/kernel/git/torvalds/linux.git;a=commit;h=9ff00d58a915b6747ba2e843ab2d04c712b4dc32

Perhaps that would be worth testing?
"
124,Ketan Kulkarni,2012-05-15 08:56:54.742312,"scamper on cerowrt now works with Path ECN feature.
I have added the patch to ceropackages -

 Branch: refs/heads/master
 Home:   https://github.com/dtaht/ceropackages-3.3
 Commit: d390b14b8ca1e11739ad40f7d07605fb12fcd2f4
     https://github.com/dtaht/ceropackages-3.3/commit/d390b14b8ca1e11739ad40f7d07605fb12fcd2f4
 Author: K <ketkulka@snapon.lab.bufferbloat.net>
 Date:   2012-05-15 (Tue, 15 May 2012)

 Changed paths:
   A net/scamper/patches/002-ecn-detect.patch

 Log Message:
 -----------
 https://www.bufferbloat.net/issues/124
http://ecn.csail.mit.edu
adding the patch to test path ECN - provided by Steve Bauer - MIT
Compiled And basic-tested on cerowrt."
305,Dave Täht,2012-05-16 12:50:49.004624,"I'm not in a position to build kernels for anything but ubuntu and cerowrt at the moment, although fq_codel has landed in operwrt, (doing builds for tons of arches)

The last important patch for fq_codel landed in net-next a few minutes ago.

So if anyone out there is running any other linux derivative that is linux 3.3 based, I'd love it if they could get codel and fq_codel running on it and get a build out there for others to try.

aqm is not just for routers anymore"
305,Jonathan Morton,2012-05-17 17:44:51.80744,"On 16 May, 2012, at 10:50 pm, cerowrt@lists.bufferbloat.net wrote:

> So if anyone out there is running any other linux derivative that is linux 3.3 based, I'd love it if they could get codel and fq_codel running on it and get a build out there for others to try.

Unfortunately I don't think Gentoo counts.  :-)

However, my tests using my Gentoo-flavoured PowerBook firewall are very promising indeed.  With the bandwidth restricted to 4M/1M and several torrents running, ordinary HTTP traffic (including DNS etc.) still got through reliably and smoothly with fq_codel, and less so with plain codel or plain sfq.

With the torrent client set up to restrict the bandwidth of TCP connections explicitly, but let uTP run freely, there was an interesting quirk.  With no AQM/FQ specified, a single HTTP download was able to outcompete dozens of uTP streams and receive a varying but relatively large share of the bandwidth - a clear sign that uTP's efforts to fade into the background are in fact effective.  With fq_codel, the HTTP download received roughly equal bandwidth to one of the faster members of the uTP set.  With plain codel, the results were much less convincing, as the HTTP download often stalled - it's not immediately clear to me why that might be.

Most striking is the behaviour of fq_codel when downloading a typical web page with many constituent files, particularly images.  These files download neatly and smoothly in parallel, just like you would expect them to if you knew nothing about networking.  It's *beautiful*.  SFQ has the same basic effect, but with fq_codel it seems to be more robust.

I have yet to run any successful tests with QFQ.  With the vanilla kernel I got zero traffic as soon as I turned it on.  With net-next I might get better results.

 - Jonathan Morton"
339,Chris Lawrence,2012-05-22 20:48:32.995848,"Here's a patch that seems to fix the bitrot on my Cerowrt build; the main problem appears to have been loading the radvd config data before getting adv_interface.  Ideally the for loop should be converted to use config_list_foreach but this is a start.

I also added a little bit more logging so I could figure out what was going on; that could be removed."
392,Sebastian Moeller,2012-05-24 16:57:13.234272,As requested by Jim here is the babeld.conf of cerowrt 3.3.2-6 and a roughly 250Kb log file of babeld complaining.
390,Robert Bradley,2012-05-30 17:31:23.03388,"This patch (well, the mainline v3.4 kernel) appears to have improved my netbook's (BCM4313) wireless no end, with far fewer random disconnects or minutes of lost packets.  I think there's still more bugs to be fixed in that driver though, unless it's my hardware at fault."
401,Dave Täht,2012-07-08 13:16:58.254121,"Andrew McGregor: You'd be right to call that dubious
12:24 AM Either the limit has to be the minimum amongst all the queues, or it has to be per queue
me: Perhaps I'm still misunderstanding - at MCS4 what is the max aggregate?
1:57 AM Andrew McGregor: I don't know, it's expressed in units of time
1:58 AM It is prescribed by the queue's parameters...
1:59 AM There's a table here: http://wifi-insider.com/wlan/wmm.htm
2:01 AM So, the way you'd implement that is to query the driver for the transmit time for the AMPDU as you're building it up"
401,Dave Täht,2012-07-11 10:05:54.461368,"<nbd> hey dtaht  [20:20]
<nbd> i've been looking into that VI
      queue txop mess some more
<nbd> looks like i found an
      interesting bug (in addition to
      the stuff you already uncovered)
			        [20:21]
<nbd> seems that the configured txop
      limit in the hw is off by a
      factor 32 ;)
<nbd> if i'm reading this stuff
      correctly
<nbd> only affects VI and VO of course
\  [22:00]
<nbd> it would limit the maximum transmission duration for VI to 94 usec and
      VO to 47  [22:02]
<nbd> maybe the hw adds some extra time on top of that
<nbd> my patches seem to work ;)  [22:09]
<nbd> i didn't test pushing traffic to the VI queue
<nbd> but i tested adjusting the BE queue to the same txop limit
<nbd> committed  [22:11]
<nbd> have fun with that, i'm going to get some sleep now  [22:12]
<nbd> i'll submit this stuff to linux-wireless@ tomorrow  [22:13]"
399,Dave Täht,2012-07-12 12:24:34.726708,"hmm. thx. I was wondering what had happened to that.

Fixed in 3.3.8-11."
392,Dave Täht,2012-07-12 12:28:16.847245,"Switching to quagga eliminates this log file, however the core problem with the original daemon remains, and the error it was noting may well, also, remain in the quagga code."
401,Dave Täht,2012-07-12 13:48:09.161545,"Well, I see better behavior in the VI queue, using

[1]   Done                    netperf -l 60 -Y CS0,CS0 -H 172.20.1.1
[2]-  Done                    netperf -l 60 -Y CS5,CS5 -H 172.20.1.1
[3]+  Done                    netperf -l 60 -Y EF,EF -H 172.20.1.1

The BK queue does indeed drop packets according to tc, VO, VI weren't


Before I got that far, this:
<pre>
                            BE         BK        VI        VO

MPDUs Queued:             1308        161      1364     39399
MPDUs Completed:          1308        161      1364     39397
MPDUs XRetried:              0          0         0         2
Aggregates:               2975        962      9326         0
AMPDUs Queued HW:        14134       4331    282818         0
AMPDUs Queued SW:         6773       2314     31996         0
AMPDUs Completed:        19780       6470    313444         0
AMPDUs Retried:          34959       4825     84898         0
AMPDUs XRetried:          1126        175      1370         0
FIFO Underrun:               0          0         0         0
TXOP Exceeded:               0          0         0         0
TXTIMER Expiry:              0          0         0         0
DESC CFG Error:              0          0         0         0
DATA Underrun:               0          0         0         0
DELIM Underrun:              0          0         0         0
TX-Pkts-All:             22214       6806    316178     39399
TX-Bytes-All:          2431000     602745  27746600   3522718
hw-put-tx-buf:               1          1         1         1
hw-tx-start:             53190      10240    390746     39399
hw-tx-proc-desc:         53189      10240    390746     39399
TX-Failed:                   0          0         0         0
txq-memory-address:   8280a1b4   8280a230  8280a138  8280a0bc
axq-qnum:                    2          3         1         0
axq-depth:                   1          0         0         0
axq-ampdu_depth:             1          0         0         0
axq-stopped                  0          0         0         0
tx-in-progress               0          0         0         0
pending-frames               1          0         0         0
txq_headidx:                 0          0         0         0
txq_tailidx:                 0          0         0         0
axq_q empty:                   0          0         0         0
axq_acq empty:                 1          1         1         1
txq_fifo[0] empty:             1          1         1         1
txq_fifo[1] empty:             1          1         1         1
txq_fifo[2] empty:             1          1         1         1
txq_fifo[3] empty:             1          1         1         1
txq_fifo[4] empty:             1          1         1         1
txq_fifo[5] empty:             1          1         1         1
txq_fifo[6] empty:             1          1         1         1
txq_fifo[7] empty:             1          1         1         1
</pre>

However doing stuff in the reverse direction crashes the router.
This could be an out of memory condition or something else with fq_codel or the driver...

Using netperf 2.6 - from my laptop, connected via mesh via ad-hoc mode, at rates around 120Mbit...
<pre>
netperf -l 60 -Y EF,EF -H 172.20.1.1 -t TCP_MAERTS &
netperf -l 60 -Y CS5,CS5 -H 172.20.1.1 -t TCP_MAERTS &
netperf -l 60 -Y CS0,CS0 -H 172.20.1.1 -t TCP_MAERTS &
</pre>

This thoroughly exercises the VO,VI,BE queues (which is not something that happens in real life)


"
402,Dave Täht,2012-07-12 19:53:34.128465,"So to add clarity here (see also #401) when I do non-ack mostly streams I run the box out of memory (can't observe this, not necessarily a valid conclusion) and queue depth, after I went back to pure codel I can still crash...

<pre>
netperf -Y CS5,CS5 -l 60 -H 172.20.1.1 -t TCP_MAERTS &
netperf -Y CS1,CS1 -l 60 -H 172.20.1.1 -t TCP_MAERTS &
#netperf -Y EF,EF -l 60 -H 172.20.1.1 -t TCP_MAERTS &
netperf -Y EF,EF -l 60 -H 172.20.1.1 -t TCP_MAERTS &
#netperf -Y EF,EF -l 60 -H 172.20.1.1 -t TCP_MAERTS &
#netperf -Y EF,EF -l 60 -H 172.20.1.1 -t TCP_MAERTS &
netperf -Y CS0,CS0 -l 60 -H 172.20.1.1 -t TCP_MAERTS &
</pre>

I may well have an interaction with netperf running on the box too.

<pre>
root@testbox:~# tc -s qdisc show dev gw11
qdisc mq 1: root 
 Sent 349384011 bytes 231149 pkt (dropped 491, overlimits 0 requeues 26191) 
 backlog 56210b 40p requeues 26191 
qdisc codel 10: parent 1:1 limit 1000p target 5.0ms interval 100.0ms 
 Sent 344597768 bytes 227688 pkt (dropped 457, overlimits 0 requeues 25833) 
 backlog 7570b 5p requeues 25833 
  count 1 lastcount 1 ldelay 354us drop_next 0us
  maxpacket 1514 ecn_mark 0 drop_overlimit 0
qdisc codel 20: parent 1:2 limit 1000p target 10.0ms interval 100.0ms 
 Sent 4260478 bytes 2827 pkt (dropped 0, overlimits 0 requeues 271) 
 backlog 45420b 30p requeues 271 
  count 0 lastcount 0 ldelay 19.6ms drop_next 0us
  maxpacket 1514 ecn_mark 0 drop_overlimit 0
qdisc codel 30: parent 1:3 limit 1000p target 20.0ms interval 100.0ms 
 Sent 525617 bytes 632 pkt (dropped 34, overlimits 0 requeues 87) 
 backlog 3220b 5p requeues 87 
  count 32 lastcount 23 ldelay 16.7ms drop_next 0us
  maxpacket 1514 ecn_mark 0 drop_overlimit 0
qdisc codel 40: parent 1:4 limit 1000p target 5.0ms interval 100.0ms 
 Sent 148 bytes 2 pkt (dropped 0, overlimits 0 requeues 0) 
 backlog 0b 0p requeues 0 
  count 0 lastcount 0 ldelay 0us drop_next 0us
  maxpacket 256 ecn_mark 0 drop_overlimit 0
root@testbox:~# Write failed: Broken pipe
d@ida:~$ ~~~
</pre>
"
402,Dave Täht,2012-07-12 20:03:38.571985,"partially a heisenbug, when I drive this this hard with netserver, that consumes a ton more ram than usual.

Usually I have a test box and not netperf running on the other side of the router.

"
402,Dave Täht,2012-07-12 20:50:30.893517,"At the observed wireless bandwidths with packet limit 1200 I see fq_codel peak at around 700 packets and not enter drop tail.

Figuring out what those bandwidths actually are and the interrelationship between the device queuing, EDCA, and fq_codel is going to be the subject of a long month or three. Or longer."
319,Dave Täht,2012-07-12 21:54:52.082503,"I have evolved to a system where I do a patch on the laptop, copy it up to huchra, review it, make sure it applies, then send it. This is still overly tedious but a heck of a lot better than what I was doing before.

I'd still prefer to do it all on the laptop"
373,Dave Täht,2012-07-12 21:58:12.760067,"as of cerowrt 3.3.8-10 EF ends up in VO, nothing else does.

this triggered bugs #401 and #402 but....

	 0, /* BE = 0x0 */
	 0, /* Max-Reliability = 0x1 */
	 3, /* Max-Throughput = 0x2 */
	 0, /* 0x3 Undefined */
	 5, /* Min-Delay = 0x4 */
	 0, /* 0x5 Undefined */
	 0, /* 0x6 Undefined */
	 0, /* 0x7 Undefined */
	 1, /* CS1 = 0x8 */
	 0, /* 0x9 Undefined */
	 3, /* AF11 = 0xa */
	 0, /* 0xb Undefined */
	 3, /* AF12 = 0xc */
	 0, /* 0xd Undefined */
	 3, /* AF13 = 0xe */
	 0, /* 0xf Undefined */
	 2, /* CS2 = 0x10 */
	 0, /* 0x11 Undefined */
	 3, /* AF21 = 0x12 */
	 0, /* 0x13 Undefined */
	 3, /* AF22 = 0x14 */
	 0, /* 0x15 Undefined */
	 3, /* AF23 = 0x16 */
	 0, /* 0x17 Undefined */
	 4, /* CS3 = 0x18 */
	 0, /* 0x19 Undefined */
	 3, /* AF31 = 0x1a */
	 0, /* 0x1b Undefined */
	 3, /* AF32 = 0x1c */
	 0, /* 0x1d Undefined */
	 3, /* AF33 = 0x1e */
	 0, /* 0x1f Undefined */
	 5, /* CS4 = 0x20 */
	 0, /* 0x21 Undefined */
	 5, /* AF41 = 0x22 */
	 0, /* 0x23 Undefined */
	 5, /* AF42 = 0x24 */
	 0, /* 0x25 Undefined */
	 4, /* AF43 = 0x26 */
	 0, /* 0x27 Undefined */
	 5, /* CS5 = 0x28 */
	 0, /* 0x29 Undefined */
	 0, /* 0x2a Undefined */
	 0, /* 0x2b Undefined */
	 4, /* VA = 0x2c */
	 0, /* 0x2d Undefined */
	 6, /* EF = 0x2e */
	 0, /* 0x2f Undefined */
	 5, /* CS6 = 0x30 */
	 0, /* 0x31 Undefined */
	 0, /* 0x32 Undefined */
	 0, /* 0x33 Undefined */
	 0, /* 0x34 Undefined */
	 0, /* 0x35 Undefined */
	 0, /* 0x36 Undefined */
	 0, /* 0x37 Undefined */
	 5, /* CS7 = 0x38 */
	 0, /* 0x39 Undefined */
	 0, /* 0x3a Undefined */
	 0, /* 0x3b Undefined */
	 0, /* 0x3c Undefined */
	 0, /* 0x3d Undefined */
	 0, /* 0x3e Undefined */
	 0, /* 0x3f Undefined */
};
"
273,Dave Täht,2012-07-12 21:59:00.468929,I can resolve this issue in france next week. If I remember.
339,Dave Täht,2012-07-12 22:00:02.46304,I believe this bug to be fixed in the openwrt mainline now.
379,Dave Täht,2012-07-12 22:02:21.014246,This is going to require some serial port debugging and brain cells I do not have at present.
382,Dave Täht,2012-07-12 22:10:53.735356,This bug makes it impossible to have sync time across devices. must fix. soon.
379,Adam Gensler,2012-07-19 07:05:26.782455,"Hi Dave!

I've been watching your progress here for a while. I've recently started some work using OpenWRT (I know, not the same project), and I'm seeing crashes there as well, also under heavy load. It runs about 400 seconds under very heavy load and then just reboots. Watching the serial console shows no output when the reload occurs, the box simply starts rebooting. Specifics:

I'm using an alix 2D13 board. I have several and the problem is seen on all of them.

I'm using very vanilla OpenWRT builds with a near to default configuration. In fact, I've turned off dnsmasq and the firewall. I have no QoS configured. This is literally just port to port routing, nothing else.

I have two of the three ports connected to a Smartbits test device. I'm sending 64 byte packets between eth0 and eth1. eth2 is not connected. The tests start at 10% interface load and run for 90 seconds. If the test passes ( >0.01% packet loss), it increases the load. I see the following behavior:

10% load passes
55% load fails
32.5% load fails
21.5% load fails
60 seconds in to the next test the device reboots. This is repeatable every time.

I guess what I'm getting at is I think perhaps this is an OpenWRT / kernel problem and not specific to CeroWRT. In fact, there's a recently opened ticket on OpenWRT that describes something similar, though details there are sparse:

https://dev.openwrt.org/ticket/11882

I'm going to build a few images of OpenWRT to see if I can narrow down where it started crashing. Previous builds used to pass my entire test suite (64 bytes - 1500 byte packets). Now I can't get past the 4th iteration of the first frame size. I suspect the move to kernel 3.3 in 31753 for the alix2 target is the cause. If you're interested I'll report back my findings.
"
379,Robert Bradley,2012-08-06 10:06:21.44951,"Adam: that link was quite interesting!  Digging into it, if I understand correctly, the claim is that the lack of read/write memory barriers in via-rhine.c are the cause of their crashes.  I noticed that in CeroWRT, the ag71xx wired driver has rmb()/wmb() calls, but not the ath9k wireless driver.  It may be worth modifying the ath9k_ioread32 and ath9k_iowrite32 functions to add these as a test, although I would expect this to only affect multi-core systems."
379,Robert Bradley,2012-08-06 12:00:31.090751,"Continuing my previous post, here is the patch to add IO memory barriers to ath9k.  There may well be other points where memory barriers would make sense too if this is really the cause."
402,Dave Täht,2012-08-10 12:33:39.884707,""
406,Dave Täht,2012-08-10 20:32:54.270812,"I am dealing with three additional different bugs here. 

0) quagga is not pushing the 6to4 default route out to other babel nodes.

1) On the local interface,
the following syntax only adds one 2002:: based addresses to the listed
interfaces. (se00)

config interface 'ge01'                 
        option proto '6to4'             
        option adv_subnet '1'           
        option wan_device 'ge00'        
        option metric '1'               
        option ttl '64'                 
        list adv_interface 'gw00'       
        list adv_interface 'gw10'       
        list adv_interface 'se00'       
        list adv_interface 'sw00'       
        list adv_interface 'sw10'     

Interestingly, although luci will write this syntax, when it re-reads it only finds the first (gw00) interface. (see pic)

(it will also read the old syntax and convert to this)

I have been refreshing luci a lot, but somehow perhaps I'm out of sync? (no,
my last commit was 6c6af10f0859cbe5d61f5d2d60dfc9ea5215285e

And regardless only the third (se00) of these interfaces gain a 2002 address.

2) This generates a radvd file for the one interface that works as below.
Perhaps I need to put in a default route statement explicitly?

interface se00
{
        AdvLinkMTU 1480;
        AdvDefaultPreference medium;
        IgnoreIfMissing on;
        AdvSendAdvert on;
        AdvOtherConfigFlag on;
        AdvSourceLLAddress on;

        prefix 2002:328a:a616:1::1/64
        {
                AdvOnLink on;
                AdvAutonomous on;
                AdvRouterAddr off;
        };

        RDNSS fe80::204e:7fff:fe4a:9623
        {
        };

        DNSSL home.lan
        {
        };
};

The one client connected that way (haven't verified it's functionality)
isn't getting out.

3) when netifd runs it deletes up the addresses gained via ahcp, wiping out the mesh.

config interface 'gw01'                 
        option proto 'ahcp'
                       
config interface 'gw11'     
        option proto 'ahcp'



"
406,Dave Täht,2012-08-11 11:07:32.187881,"Both I and jow changed netifd to insert user routes as static (which is arguably more correct, anyway)

But although I changed quagga to distribute static as well, it still doesn't pick up the 6to4-ge01 default route for ipv6. I tried adding the device to the quagga ""network"" stanza, to no luck... It is not shown as an export from vtysh, either. 

0.0.0.0/0 metric 0 (exported)
50.138.160.0/21 metric 0 (exported)
192.168.1.0/27 metric 0 (exported)
192.168.1.64/27 metric 0 (exported)
192.168.1.96/27 metric 0 (exported)
192.168.1.128/27 metric 0 (exported)
192.168.1.160/27 metric 0 (exported)
192.168.1.224/32 metric 0 (exported)
::50.138.166.22/128 metric 0 (exported)
2002::/16 metric 0 (exported)
2002:328a:a616:bab5::1/128 metric 0 (exported)

Perhaps I can statically add it to the zebra config?

moving on to the other issues...

the 6to4 portion of the netifd scripts does not do address assignment. I'm not sure if it should, actually, when controlled by the adv_subnet variable. Perhaps a new variable, ""assign_subnet"" would be more appropro, or rs solicitations enabled in this case to automagically get a slaac address...

(btw, I like the scripts they are very clean and easy to read)

and have no idea how to tell it to ignore interfaces run with ahcp."
406,Dave Täht,2012-08-11 11:19:36.166917,"I was successfully able to propagate a default ipv6 route for 6to4 via adding
a stanza in zebra.conf

 interface 6to4-ge01
 ipv6 route ::/0 2002:c058:6301::
 

I'm not certain I wanted to do it that way (certainly I don't want to announce routes via that interface)"
406,Dave Täht,2012-08-11 19:57:10.699457,"Jow fixed portions of this bug (1 and 2) 

In packages:

proto/6x4: cast 6to4 adv_interface to string when saving to uci, fixes 6in4.   

Jow moved netifd to install userspace routes as static

    [package] netifd: bump to git head, userspace routes are installed with RTPR_STATIC

This did not actually fix quagga. I put in a workaround in #note-3 - but I'm not happy with having to embed the 
anycast route there, even if it is pretty generic...

This leaves netifd mucking with ahcpd managed interfaces when it shouldn't be as the last big remaining issue here.

Thx jow for leaping on this."
406,Denis Ovsienko,2012-08-21 13:17:48.732177,"Could you post the output of ""show ipv6 route"" vtysh command with and without the workaround?"
314,Robert Bradley,2012-08-22 17:38:14.631006,"I got this working with CeroWRT 3.3.8-17 using the following smb.conf.template:

<pre>
[global]
	netbios name = |NAME| 
	display charset = |CHARSET|
#	interfaces = |INTERFACES|
# Inelegant hack to get Samba listening on secure nets...
	interfaces = 127.0.0.1/8 lo se00 sw00 sw10
	server string = |DESCRIPTION|
	unix charset = |CHARSET|
	workgroup = |WORKGROUP|
	browseable = yes
	deadtime = 30
# Domain logons=yes necessary for PDC
	domain logons = yes
	domain master = yes
	encrypt passwords = true
	enable core files = no
	guest account = nobody
	guest ok = yes
	invalid users = root
	local master = yes
	load printers = no
	map to guest = Bad User
	max protocol = SMB2
	min receivefile size = 16384
	null passwords = yes
	obey pam restrictions = yes
	os level = 20
	passdb backend = smbpasswd
	preferred master = yes
	printable = no
	security = user
	smb encrypt = disabled
	smb passwd file = /etc/samba/smbpasswd
	socket options = TCP_NODELAY IPTOS_LOWDELAY
	syslog = 2
	use sendfile = yes
	writeable = yes
	wins support = yes
</pre>

The main issues were with |INTERFACES| only returning loopback and the need for ""domain logons = yes"".  I also added explicit firewall rules allowing CIFS traffic from the secure interfaces (se00, sw10 and sw00)."
